epoch,loss,val_loss
180,3.7736106605734676e-05,NA
181,3.773510252358392e-05,NA
182,3.7729078030679375e-05,NA
183,3.772520722122863e-05,NA
184,3.7721045373473316e-05,NA
185,3.77171891159378e-05,NA
186,3.771436240640469e-05,NA
187,3.770830517169088e-05,NA
188,3.770905823330395e-05,NA
189,3.770054900087416e-05,NA
190,3.769986506085843e-05,NA
191,3.769740214920603e-05,NA
192,3.769309842027724e-05,NA
193,3.7690486351493746e-05,NA
194,3.768831811612472e-05,NA
195,3.7683832488255575e-05,NA
196,3.767868838622235e-05,NA
197,3.767513408092782e-05,NA
198,3.767088128370233e-05,NA
199,3.7666872231056914e-05,NA
200,3.766468580579385e-05,NA
201,3.7662855902453884e-05,NA
202,3.76599928131327e-05,NA
203,3.7660578527720645e-05,NA
204,3.765816654777154e-05,NA
205,3.7655412597814575e-05,NA
206,3.7655150663340464e-05,NA
207,3.7653462641173974e-05,NA
208,3.7651247112080455e-05,NA
209,3.765080327866599e-05,NA
210,3.764772191061638e-05,NA
211,3.76441385014914e-05,NA
212,3.764533539651893e-05,NA
213,3.764338907785714e-05,NA
214,3.764062057598494e-05,NA
215,3.764028588193469e-05,NA
216,3.7639401853084564e-05,NA
217,3.7635421904269606e-05,NA
218,3.763364293263294e-05,NA
219,3.763385029742494e-05,NA
220,3.763267523027025e-05,NA
221,3.763137647183612e-05,NA
222,3.763150016311556e-05,NA
223,3.7629517464665696e-05,NA
224,3.762919004657306e-05,NA
225,3.762927735806443e-05,NA
226,3.762744017876685e-05,NA
227,3.762635969906114e-05,NA
228,3.7624704418703914e-05,NA
229,3.7623565731337294e-05,NA
230,3.762252890737727e-05,NA
231,3.7621626688633114e-05,NA
232,3.762042979360558e-05,NA
233,3.761871994356625e-05,NA
234,3.7617595808114856e-05,NA
235,3.7615995097439736e-05,NA
236,3.761472544283606e-05,NA
237,3.7613695894833654e-05,NA
238,3.761226253118366e-05,NA
239,3.76104362658225e-05,NA
240,3.760962499654852e-05,NA
241,3.760898107429966e-05,NA
242,3.760844629141502e-05,NA
243,3.7607642298098654e-05,NA
244,3.760680920095183e-05,NA
245,3.760635445360094e-05,NA
246,3.760585968848318e-05,NA
247,3.760527033591643e-05,NA
248,3.760406980291009e-05,NA
249,3.7603138480335474e-05,NA
250,3.7603298551402986e-05,NA
251,3.7601912481477484e-05,NA
252,3.7601337680825964e-05,NA
253,3.760075560421683e-05,NA
254,3.7600060750264674e-05,NA
255,3.7599234929075465e-05,NA
256,3.7598711060127243e-05,NA
257,3.7597896152874455e-05,NA
258,3.759763058042154e-05,NA
259,3.759671744774096e-05,NA
260,3.759643732337281e-05,NA
261,3.759609899134375e-05,NA
262,3.75959716620855e-05,NA
263,3.759566607186571e-05,NA
264,3.759540049941279e-05,NA
265,3.759497121791355e-05,NA
266,3.759472747333348e-05,NA
267,3.759423634619452e-05,NA
268,3.759406536119059e-05,NA
269,3.759374521905556e-05,NA
270,3.759344690479338e-05,NA
271,3.759326500585303e-05,NA
272,3.7592941225739196e-05,NA
273,3.759265746339224e-05,NA
274,3.7592402804875746e-05,NA
275,3.759206447284669e-05,NA
276,3.759187165996991e-05,NA
277,3.75913004972972e-05,NA
278,3.759105675271712e-05,NA
279,3.7590754800476134e-05,NA
280,3.759057290153578e-05,NA
281,3.7590503779938444e-05,NA
282,3.759028550121002e-05,NA
283,3.7590227293549106e-05,NA
284,3.7590052670566365e-05,NA
285,3.7589888961520046e-05,NA
286,3.7589790736092255e-05,NA
287,3.7589627027045935e-05,NA
288,3.758958337130025e-05,NA
289,3.758943421416916e-05,NA
290,3.758934690267779e-05,NA
291,3.758915772777982e-05,NA
292,3.758900857064873e-05,NA
293,3.758890670724213e-05,NA
294,3.758876846404746e-05,NA
295,3.758860475500114e-05,NA
296,3.7588324630632997e-05,NA
297,3.758815728360787e-05,NA
298,3.7588000850519165e-05,NA
299,3.758778257179074e-05,NA
300,3.758770617423579e-05,NA
301,3.758769889827818e-05,NA
302,3.7587527913274243e-05,NA
303,3.7587411497952417e-05,NA
304,3.7587327824439853e-05,NA
305,3.758724415092729e-05,NA
306,3.758718594326638e-05,NA
307,3.7587062251986936e-05,NA
308,3.758697857847437e-05,NA
309,3.758688399102539e-05,NA
310,3.7586814869428053e-05,NA
311,3.758668026421219e-05,NA
312,3.7586589314742014e-05,NA
313,3.75864801753778e-05,NA
314,3.758635648409836e-05,NA
315,3.7586349208140746e-05,NA
316,3.75862218788825e-05,NA
317,3.758604725589976e-05,NA
318,3.7586036341963336e-05,NA
319,3.758591992664151e-05,NA
320,3.758587263291702e-05,NA
321,3.7585810787277296e-05,NA
322,3.7585763493552804e-05,NA
323,3.758573075174354e-05,NA
324,3.758567982004024e-05,NA
325,3.758564344025217e-05,NA
326,3.758558159461245e-05,NA
327,3.758553066290915e-05,NA
328,3.758546881726943e-05,NA
329,3.758544698939659e-05,NA
330,3.758537786779925e-05,NA
331,3.7585337850032374e-05,NA
332,3.75853014702443e-05,NA
333,3.758527236641385e-05,NA
334,3.758521779673174e-05,NA
335,3.758515231311321e-05,NA
336,3.75851450371556e-05,NA
337,3.758508319151588e-05,NA
338,3.758501770789735e-05,NA
339,3.758500679396093e-05,NA
340,3.758496677619405e-05,NA
341,3.7584948586300015e-05,NA
342,3.758493039640598e-05,NA
343,3.758491584449075e-05,NA
344,3.758489401661791e-05,NA
345,3.7584872188745067e-05,NA
346,3.7584850360872224e-05,NA
347,3.758482853299938e-05,NA
348,3.758480670512654e-05,NA
349,3.758478123927489e-05,NA
350,3.758475577342324e-05,NA
351,3.7584748497465625e-05,NA
352,3.758471575565636e-05,NA
353,3.7584686651825905e-05,NA
354,3.7584672099910676e-05,NA
355,3.758463935810141e-05,NA
356,3.7584610254270956e-05,NA
357,3.758459206437692e-05,NA
358,3.758456659852527e-05,NA
359,3.758454113267362e-05,NA
360,3.758452658075839e-05,NA
361,3.75845302187372e-05,NA
362,3.758451930480078e-05,NA
363,3.758451566682197e-05,NA
364,3.758450475288555e-05,NA
365,3.758450111490674e-05,NA
366,3.758449020097032e-05,NA
367,3.75844792870339e-05,NA
368,3.758446837309748e-05,NA
369,3.758446473511867e-05,NA
370,3.7584450183203444e-05,NA
371,3.758443926926702e-05,NA
372,3.758444290724583e-05,NA
373,3.75844283553306e-05,NA
374,3.758441380341537e-05,NA
375,3.758440652745776e-05,NA
376,3.758439561352134e-05,NA
377,3.7584384699584916e-05,NA
378,3.7584373785648495e-05,NA
379,3.758436650969088e-05,NA
380,3.7584359233733267e-05,NA
381,3.7584359233733267e-05,NA
382,3.7584348319796845e-05,NA
383,3.758434104383923e-05,NA
384,3.758434104383923e-05,NA
385,3.758433376788162e-05,NA
386,3.758433376788162e-05,NA
387,3.758431921596639e-05,NA
388,3.7584322853945196e-05,NA
389,3.758431557798758e-05,NA
390,3.758430466405116e-05,NA
391,3.758430830202997e-05,NA
392,3.758430102607235e-05,NA
393,3.758430102607235e-05,NA
394,3.758429011213593e-05,NA
395,3.7584297388093546e-05,NA
396,3.758429011213593e-05,NA
397,3.758429011213593e-05,NA
398,3.758428283617832e-05,NA
399,3.758428283617832e-05,NA
400,3.7584275560220703e-05,NA
401,3.7584271922241896e-05,NA
402,3.7584271922241896e-05,NA
403,3.7584271922241896e-05,NA
404,3.7584275560220703e-05,NA
405,3.7584275560220703e-05,NA
406,3.7584271922241896e-05,NA
407,3.7584275560220703e-05,NA
408,3.758426828426309e-05,NA
409,3.7584271922241896e-05,NA
410,3.7584271922241896e-05,NA
411,3.758426828426309e-05,NA
412,3.758426828426309e-05,NA
413,3.758426828426309e-05,NA
414,3.758426828426309e-05,NA
415,3.7584261008305475e-05,NA
416,3.758426464628428e-05,NA
417,3.7584261008305475e-05,NA
418,3.758425737032667e-05,NA
419,3.758426464628428e-05,NA
420,3.758425737032667e-05,NA
421,3.758425737032667e-05,NA
422,3.7584261008305475e-05,NA
423,3.758425737032667e-05,NA
424,3.758425737032667e-05,NA
425,3.758425737032667e-05,NA
426,3.7584261008305475e-05,NA
427,3.758425737032667e-05,NA
428,3.7584261008305475e-05,NA
429,3.7584261008305475e-05,NA
430,3.758425737032667e-05,NA
431,3.7584261008305475e-05,NA
432,3.758425737032667e-05,NA
433,3.7584261008305475e-05,NA
434,3.758425737032667e-05,NA
435,3.758425737032667e-05,NA
436,3.758425737032667e-05,NA
437,3.7584261008305475e-05,NA
438,3.758425737032667e-05,NA
439,3.758425373234786e-05,NA
440,3.758425737032667e-05,NA
441,3.758425737032667e-05,NA
442,3.758425737032667e-05,NA
443,3.758425737032667e-05,NA
444,3.758425737032667e-05,NA
445,3.758425373234786e-05,NA
446,3.758425373234786e-05,NA
447,3.758425737032667e-05,NA
448,3.758425737032667e-05,NA
449,3.758425373234786e-05,NA
450,3.758425737032667e-05,NA
451,3.758425373234786e-05,NA
452,3.7584250094369054e-05,NA
453,3.758425737032667e-05,NA
454,3.758425737032667e-05,NA
455,3.758425373234786e-05,NA
456,3.7584250094369054e-05,NA
457,3.7584250094369054e-05,NA
458,3.758425373234786e-05,NA
459,3.7584250094369054e-05,NA
460,3.758425373234786e-05,NA
461,3.758425737032667e-05,NA
462,3.758425737032667e-05,NA
463,3.7584250094369054e-05,NA
464,3.758425373234786e-05,NA
465,3.7584250094369054e-05,NA
466,3.758425737032667e-05,NA
467,3.758425737032667e-05,NA
468,3.758425737032667e-05,NA
469,3.758425373234786e-05,NA
470,3.7584250094369054e-05,NA
471,3.7584250094369054e-05,NA
472,3.7584250094369054e-05,NA
473,3.758425737032667e-05,NA
474,3.7584250094369054e-05,NA
475,3.758425737032667e-05,NA
476,3.7584250094369054e-05,NA
477,3.758425373234786e-05,NA
478,3.758425373234786e-05,NA
479,3.7584250094369054e-05,NA
480,3.758425373234786e-05,NA
481,3.758425373234786e-05,NA
482,3.758425373234786e-05,NA
483,3.758425373234786e-05,NA
484,3.758425373234786e-05,NA
485,3.758425737032667e-05,NA
486,3.758425737032667e-05,NA
487,3.7584250094369054e-05,NA
488,3.758425373234786e-05,NA
489,3.758425737032667e-05,NA
490,3.758425737032667e-05,NA
491,3.758425737032667e-05,NA
492,3.758425737032667e-05,NA
493,3.7584250094369054e-05,NA
494,3.7584250094369054e-05,NA
495,3.758425373234786e-05,NA
496,3.7584250094369054e-05,NA
497,3.758425737032667e-05,NA
498,3.758425373234786e-05,NA
499,3.7584250094369054e-05,NA
500,3.758425373234786e-05,NA
501,3.758425737032667e-05,NA
502,3.758425373234786e-05,NA
